id,visit_date,visit_datetime,reserve_datetime,reserve_visitors
db80363d35f10926,2016-01-08,2016-01-08 21:00:00,2016-01-04 19:00:00,3
632ba66e1f75aa28,2016-01-08,2016-01-08 22:00:00,2016-01-07 21:00:00,2
db80363d35f10926,2016-01-09,2016-01-09 01:00:00,2016-01-08 14:00:00,5
f068442ebb6c246c,2016-01-09,2016-01-09 08:00:00,2016-01-06 17:00:00,2
f068442ebb6c246c,2016-01-09,2016-01-09 08:00:00,2016-01-06 18:00:00,5
3cad29d1a23209d2,2016-01-09,2016-01-09 20:00:00,2016-01-06 20:00:00,3
3cad29d1a23209d2,2016-01-09,2016-01-09 20:00:00,2016-01-05 11:00:00,2
3cad29d1a23209d2,2016-01-09,2016-01-09 20:00:00,2016-01-09 18:00:00,2
db80363d35f10926,2016-01-09,2016-01-09 22:00:00,2016-01-09 11:00:00,13
24b9b2a020826ede,2016-01-10,2016-01-10 17:00:00,2016-01-04 15:00:00,3
3cad29d1a23209d2,2016-01-10,2016-01-10 20:00:00,2016-01-04 14:00:00,2
db80363d35f10926,2016-01-10,2016-01-10 22:00:00,2016-01-03 19:00:00,37
632ba66e1f75aa28,2016-01-11,2016-01-11 18:00:00,2016-01-11 17:00:00,2
db80363d35f10926,2016-01-11,2016-01-11 18:00:00,2016-01-11 14:00:00,2
3cad29d1a23209d2,2016-01-11,2016-01-11 20:00:00,2016-01-10 09:00:00,2
3cad29d1a23209d2,2016-01-11,2016-01-11 20:00:00,2016-01-11 00:00:00,2
24b9b2a020826ede,2016-01-12,2016-01-12 17:00:00,2016-01-05 17:00:00,2
24b9b2a020826ede,2016-01-12,2016-01-12 17:00:00,2016-01-04 01:00:00,3
db80363d35f10926,2016-01-12,2016-01-12 19:00:00,2016-01-04 10:00:00,3
24b9b2a020826ede,2016-01-13,2016-01-13 17:00:00,2016-01-12 19:00:00,2
24b9b2a020826ede,2016-01-13,2016-01-13 17:00:00,2016-01-06 19:00:00,2
24b9b2a020826ede,2016-01-13,2016-01-13 17:00:00,2016-01-08 21:00:00,5
24b9b2a020826ede,2016-01-13,2016-01-13 17:00:00,2016-01-12 19:00:00,4
24b9b2a020826ede,2016-01-13,2016-01-13 17:00:00,2016-01-09 14:00:00,2
24b9b2a020826ede,2016-01-14,2016-01-14 17:00:00,2016-01-10 14:00:00,3
3cad29d1a23209d2,2016-01-14,2016-01-14 21:00:00,2016-01-14 11:00:00,4
632ba66e1f75aa28,2016-01-14,2016-01-14 21:00:00,2016-01-14 17:00:00,2
db80363d35f10926,2016-01-14,2016-01-14 21:00:00,2016-01-12 19:00:00,3
24b9b2a020826ede,2016-01-15,2016-01-15 17:00:00,2016-01-13 23:00:00,8
24b9b2a020826ede,2016-01-15,2016-01-15 17:00:00,2016-01-14 13:00:00,2
24b9b2a020826ede,2016-01-15,2016-01-15 17:00:00,2016-01-08 18:00:00,3
24b9b2a020826ede,2016-01-15,2016-01-15 17:00:00,2016-01-12 12:00:00,2
db80363d35f10926,2016-01-15,2016-01-15 18:00:00,2016-01-07 14:00:00,9
db80363d35f10926,2016-01-15,2016-01-15 18:00:00,2016-01-12 23:00:00,2
db80363d35f10926,2016-01-15,2016-01-15 19:00:00,2016-01-14 21:00:00,9
db80363d35f10926,2016-01-15,2016-01-15 19:00:00,2016-01-15 01:00:00,4
f068442ebb6c246c,2016-01-15,2016-01-15 19:00:00,2016-01-14 20:00:00,4
3cad29d1a23209d2,2016-01-15,2016-01-15 21:00:00,2016-01-06 19:00:00,2
632ba66e1f75aa28,2016-01-15,2016-01-15 21:00:00,2016-01-15 21:00:00,2
3cad29d1a23209d2,2016-01-15,2016-01-15 22:00:00,2016-01-09 14:00:00,4
3cad29d1a23209d2,2016-01-15,2016-01-15 22:00:00,2016-01-14 11:00:00,5
24b9b2a020826ede,2016-01-16,2016-01-16 16:00:00,2016-01-06 18:00:00,4
24b9b2a020826ede,2016-01-16,2016-01-16 16:00:00,2016-01-07 20:00:00,3
24b9b2a020826ede,2016-01-16,2016-01-16 16:00:00,2016-01-06 12:00:00,4
24b9b2a020826ede,2016-01-16,2016-01-16 16:00:00,2016-01-10 20:00:00,38
24b9b2a020826ede,2016-01-16,2016-01-16 16:00:00,2016-01-06 17:00:00,3
632ba66e1f75aa28,2016-01-16,2016-01-16 18:00:00,2016-01-16 16:00:00,2
632ba66e1f75aa28,2016-01-16,2016-01-16 18:00:00,2016-01-16 17:00:00,4
db80363d35f10926,2016-01-16,2016-01-16 18:00:00,2016-01-06 23:00:00,16
db80363d35f10926,2016-01-16,2016-01-16 19:00:00,2016-01-12 10:00:00,4
db80363d35f10926,2016-01-16,2016-01-16 19:00:00,2016-01-16 16:00:00,3
3cad29d1a23209d2,2016-01-16,2016-01-16 20:00:00,2016-01-04 16:00:00,3
3cad29d1a23209d2,2016-01-16,2016-01-16 20:00:00,2016-01-16 17:00:00,2
3cad29d1a23209d2,2016-01-16,2016-01-16 20:00:00,2016-01-14 21:00:00,2
632ba66e1f75aa28,2016-01-16,2016-01-16 21:00:00,2016-01-16 17:00:00,2
24b9b2a020826ede,2016-01-17,2016-01-17 12:00:00,2016-01-07 22:00:00,6
632ba66e1f75aa28,2016-01-17,2016-01-17 16:00:00,2016-01-17 00:00:00,1
632ba66e1f75aa28,2016-01-17,2016-01-17 16:00:00,2016-01-17 00:00:00,1
632ba66e1f75aa28,2016-01-17,2016-01-17 16:00:00,2016-01-17 00:00:00,2
632ba66e1f75aa28,2016-01-17,2016-01-17 16:00:00,2016-01-17 00:00:00,2
632ba66e1f75aa28,2016-01-17,2016-01-17 16:00:00,2016-01-17 00:00:00,1
632ba66e1f75aa28,2016-01-17,2016-01-17 16:00:00,2016-01-17 00:00:00,3
632ba66e1f75aa28,2016-01-17,2016-01-17 16:00:00,2016-01-17 00:00:00,2
632ba66e1f75aa28,2016-01-17,2016-01-17 16:00:00,2016-01-17 00:00:00,2
632ba66e1f75aa28,2016-01-17,2016-01-17 16:00:00,2016-01-17 00:00:00,2
632ba66e1f75aa28,2016-01-17,2016-01-17 16:00:00,2016-01-17 00:00:00,2
632ba66e1f75aa28,2016-01-17,2016-01-17 16:00:00,2016-01-17 00:00:00,2
632ba66e1f75aa28,2016-01-17,2016-01-17 16:00:00,2016-01-17 00:00:00,2
632ba66e1f75aa28,2016-01-17,2016-01-17 16:00:00,2016-01-17 00:00:00,1
632ba66e1f75aa28,2016-01-17,2016-01-17 16:00:00,2016-01-17 00:00:00,1
632ba66e1f75aa28,2016-01-17,2016-01-17 16:00:00,2016-01-17 00:00:00,2
632ba66e1f75aa28,2016-01-17,2016-01-17 16:00:00,2016-01-17 00:00:00,2
632ba66e1f75aa28,2016-01-17,2016-01-17 16:00:00,2016-01-17 00:00:00,2
3cad29d1a23209d2,2016-01-17,2016-01-17 18:00:00,2016-01-13 15:00:00,1
3cad29d1a23209d2,2016-01-17,2016-01-17 21:00:00,2016-01-15 14:00:00,2
3cad29d1a23209d2,2016-01-17,2016-01-17 21:00:00,2016-01-16 21:00:00,2
24b9b2a020826ede,2016-01-18,2016-01-18 17:00:00,2016-01-15 11:00:00,7
24b9b2a020826ede,2016-01-18,2016-01-18 17:00:00,2016-01-07 17:00:00,14
3cad29d1a23209d2,2016-01-18,2016-01-18 21:00:00,2016-01-13 15:00:00,2
f068442ebb6c246c,2016-01-18,2016-01-18 21:00:00,2016-01-18 19:00:00,2
3cad29d1a23209d2,2016-01-18,2016-01-18 22:00:00,2016-01-13 15:00:00,5
db80363d35f10926,2016-01-18,2016-01-18 22:00:00,2016-01-13 11:00:00,2
24b9b2a020826ede,2016-01-19,2016-01-19 17:00:00,2016-01-19 15:00:00,4
24b9b2a020826ede,2016-01-19,2016-01-19 17:00:00,2016-01-16 15:00:00,2
24b9b2a020826ede,2016-01-19,2016-01-19 17:00:00,2016-01-16 17:00:00,22
db80363d35f10926,2016-01-19,2016-01-19 18:00:00,2016-01-14 19:00:00,26
3cad29d1a23209d2,2016-01-19,2016-01-19 19:00:00,2016-01-19 14:00:00,2
3cad29d1a23209d2,2016-01-19,2016-01-19 21:00:00,2016-01-17 11:00:00,3
24b9b2a020826ede,2016-01-20,2016-01-20 17:00:00,2016-01-07 21:00:00,5
24b9b2a020826ede,2016-01-20,2016-01-20 17:00:00,2016-01-06 19:00:00,11
632ba66e1f75aa28,2016-01-20,2016-01-20 19:00:00,2016-01-20 19:00:00,2
632ba66e1f75aa28,2016-01-20,2016-01-20 19:00:00,2016-01-20 19:00:00,2
3cad29d1a23209d2,2016-01-20,2016-01-20 22:00:00,2016-01-04 15:00:00,4
3cad29d1a23209d2,2016-01-20,2016-01-20 22:00:00,2016-01-08 11:00:00,9
3cad29d1a23209d2,2016-01-20,2016-01-20 22:00:00,2016-01-15 13:00:00,2
24b9b2a020826ede,2016-01-21,2016-01-21 16:00:00,2016-01-18 21:00:00,6
db80363d35f10926,2016-01-21,2016-01-21 21:00:00,2016-01-21 18:00:00,2
3cad29d1a23209d2,2016-01-21,2016-01-21 22:00:00,2016-01-18 22:00:00,3
24b9b2a020826ede,2016-01-22,2016-01-22 16:00:00,2016-01-21 21:00:00,6
24b9b2a020826ede,2016-01-22,2016-01-22 16:00:00,2016-01-16 16:00:00,7
24b9b2a020826ede,2016-01-22,2016-01-22 16:00:00,2016-01-07 20:00:00,4
24b9b2a020826ede,2016-01-22,2016-01-22 16:00:00,2016-01-20 18:00:00,2
24b9b2a020826ede,2016-01-22,2016-01-22 16:00:00,2016-01-15 19:00:00,2
db80363d35f10926,2016-01-22,2016-01-22 18:00:00,2016-01-19 18:00:00,18
db80363d35f10926,2016-01-22,2016-01-22 18:00:00,2016-01-14 20:00:00,3
db80363d35f10926,2016-01-22,2016-01-22 18:00:00,2016-01-04 20:00:00,12
632ba66e1f75aa28,2016-01-22,2016-01-22 19:00:00,2016-01-21 20:00:00,2
3cad29d1a23209d2,2016-01-22,2016-01-22 20:00:00,2016-01-10 21:00:00,2
3cad29d1a23209d2,2016-01-22,2016-01-22 20:00:00,2016-01-08 20:00:00,2
3cad29d1a23209d2,2016-01-22,2016-01-22 20:00:00,2016-01-15 19:00:00,2
632ba66e1f75aa28,2016-01-22,2016-01-22 20:00:00,2016-01-21 16:00:00,2
db80363d35f10926,2016-01-22,2016-01-22 21:00:00,2016-01-20 12:00:00,2
db80363d35f10926,2016-01-23,2016-01-23 01:00:00,2016-01-18 18:00:00,4
db80363d35f10926,2016-01-23,2016-01-23 01:00:00,2016-01-19 20:00:00,7
24b9b2a020826ede,2016-01-23,2016-01-23 16:00:00,2016-01-09 17:00:00,3
24b9b2a020826ede,2016-01-23,2016-01-23 16:00:00,2016-01-12 17:00:00,2
24b9b2a020826ede,2016-01-23,2016-01-23 16:00:00,2016-01-19 17:00:00,5
24b9b2a020826ede,2016-01-23,2016-01-23 16:00:00,2016-01-07 19:00:00,15
24b9b2a020826ede,2016-01-23,2016-01-23 16:00:00,2016-01-20 13:00:00,6
24b9b2a020826ede,2016-01-23,2016-01-23 16:00:00,2016-01-22 16:00:00,2
24b9b2a020826ede,2016-01-23,2016-01-23 16:00:00,2016-01-04 20:00:00,6
db80363d35f10926,2016-01-23,2016-01-23 19:00:00,2016-01-20 21:00:00,2
3cad29d1a23209d2,2016-01-23,2016-01-23 21:00:00,2016-01-11 19:00:00,4
3cad29d1a23209d2,2016-01-23,2016-01-23 22:00:00,2016-01-09 21:00:00,3
632ba66e1f75aa28,2016-01-24,2016-01-24 01:00:00,2016-01-23 23:00:00,4
24b9b2a020826ede,2016-01-25,2016-01-25 18:00:00,2016-01-19 21:00:00,4
3cad29d1a23209d2,2016-01-25,2016-01-25 19:00:00,2016-01-23 15:00:00,2
3cad29d1a23209d2,2016-01-25,2016-01-25 20:00:00,2016-01-11 13:00:00,2
3cad29d1a23209d2,2016-01-25,2016-01-25 20:00:00,2016-01-14 16:00:00,2
db80363d35f10926,2016-01-25,2016-01-25 22:00:00,2016-01-08 23:00:00,17
db80363d35f10926,2016-01-25,2016-01-25 22:00:00,2016-01-25 00:00:00,2
24b9b2a020826ede,2016-01-26,2016-01-26 17:00:00,2016-01-21 18:00:00,8
24b9b2a020826ede,2016-01-26,2016-01-26 17:00:00,2016-01-10 18:00:00,15
24b9b2a020826ede,2016-01-26,2016-01-26 17:00:00,2016-01-14 22:00:00,8
3cad29d1a23209d2,2016-01-26,2016-01-26 22:00:00,2016-01-17 14:00:00,8
3cad29d1a23209d2,2016-01-26,2016-01-26 23:00:00,2016-01-19 21:00:00,2
24b9b2a020826ede,2016-01-27,2016-01-27 15:00:00,2016-01-19 17:00:00,4
24b9b2a020826ede,2016-01-27,2016-01-27 15:00:00,2016-01-27 14:00:00,4
24b9b2a020826ede,2016-01-27,2016-01-27 15:00:00,2016-01-17 22:00:00,4
24b9b2a020826ede,2016-01-27,2016-01-27 15:00:00,2016-01-26 13:00:00,4
24b9b2a020826ede,2016-01-27,2016-01-27 15:00:00,2016-01-25 11:00:00,5
24b9b2a020826ede,2016-01-27,2016-01-27 15:00:00,2016-01-15 16:00:00,6
632ba66e1f75aa28,2016-01-27,2016-01-27 18:00:00,2016-01-18 18:00:00,2
632ba66e1f75aa28,2016-01-27,2016-01-27 18:00:00,2016-01-27 18:00:00,2
632ba66e1f75aa28,2016-01-27,2016-01-27 19:00:00,2016-01-15 19:00:00,4
632ba66e1f75aa28,2016-01-27,2016-01-27 20:00:00,2016-01-27 19:00:00,2
3cad29d1a23209d2,2016-01-27,2016-01-27 21:00:00,2016-01-27 13:00:00,3
3cad29d1a23209d2,2016-01-27,2016-01-27 21:00:00,2016-01-25 23:00:00,2
db80363d35f10926,2016-01-28,2016-01-28 02:00:00,2016-01-25 14:00:00,2
24b9b2a020826ede,2016-01-28,2016-01-28 17:00:00,2016-01-28 15:00:00,2
f068442ebb6c246c,2016-01-28,2016-01-28 19:00:00,2016-01-26 17:00:00,3
3cad29d1a23209d2,2016-01-28,2016-01-28 22:00:00,2016-01-21 17:00:00,3
3cad29d1a23209d2,2016-01-28,2016-01-28 22:00:00,2016-01-13 15:00:00,4
3cad29d1a23209d2,2016-01-28,2016-01-28 22:00:00,2016-01-19 21:00:00,2
f068442ebb6c246c,2016-01-29,2016-01-29 17:00:00,2016-01-13 17:00:00,3
db80363d35f10926,2016-01-29,2016-01-29 19:00:00,2016-01-27 11:00:00,2
db80363d35f10926,2016-01-29,2016-01-29 19:00:00,2016-01-29 16:00:00,2
3cad29d1a23209d2,2016-01-29,2016-01-29 21:00:00,2016-01-11 00:00:00,2
3cad29d1a23209d2,2016-01-29,2016-01-29 21:00:00,2016-01-29 11:00:00,2
3cad29d1a23209d2,2016-01-29,2016-01-29 21:00:00,2016-01-08 19:00:00,9
24b9b2a020826ede,2016-01-30,2016-01-30 12:00:00,2016-01-06 17:00:00,3
24b9b2a020826ede,2016-01-30,2016-01-30 17:00:00,2016-01-27 02:00:00,7
24b9b2a020826ede,2016-01-30,2016-01-30 17:00:00,2016-01-29 20:00:00,2
24b9b2a020826ede,2016-01-30,2016-01-30 17:00:00,2016-01-28 18:00:00,3
24b9b2a020826ede,2016-01-30,2016-01-30 17:00:00,2016-01-28 20:00:00,12
db80363d35f10926,2016-01-30,2016-01-30 19:00:00,2016-01-30 18:00:00,2
db80363d35f10926,2016-01-30,2016-01-30 19:00:00,2016-01-29 00:00:00,2
db80363d35f10926,2016-01-30,2016-01-30 19:00:00,2016-01-29 20:00:00,4
db80363d35f10926,2016-01-30,2016-01-30 19:00:00,2016-01-25 21:00:00,5
3cad29d1a23209d2,2016-01-30,2016-01-30 21:00:00,2016-01-14 22:00:00,3
db80363d35f10926,2016-01-30,2016-01-30 21:00:00,2016-01-26 17:00:00,7
632ba66e1f75aa28,2016-01-31,2016-01-31 18:00:00,2016-01-31 17:00:00,4
632ba66e1f75aa28,2016-01-31,2016-01-31 18:00:00,2016-01-31 18:00:00,2
24b9b2a020826ede,2016-02-01,2016-02-01 17:00:00,2016-01-29 20:00:00,2
24b9b2a020826ede,2016-02-01,2016-02-01 17:00:00,2016-01-30 12:00:00,3
24b9b2a020826ede,2016-02-03,2016-02-03 19:00:00,2016-02-02 20:00:00,2
3cad29d1a23209d2,2016-02-03,2016-02-03 21:00:00,2016-01-18 18:00:00,2
db80363d35f10926,2016-02-03,2016-02-03 21:00:00,2016-01-30 08:00:00,3
3cad29d1a23209d2,2016-02-03,2016-02-03 22:00:00,2016-01-19 18:00:00,4
3cad29d1a23209d2,2016-02-03,2016-02-03 22:00:00,2016-01-31 13:00:00,3
db80363d35f10926,2016-02-03,2016-02-03 22:00:00,2016-01-26 17:00:00,15
24b9b2a020826ede,2016-02-04,2016-02-04 12:00:00,2016-01-20 20:00:00,2
24b9b2a020826ede,2016-02-04,2016-02-04 18:00:00,2016-02-03 21:00:00,8
24b9b2a020826ede,2016-02-04,2016-02-04 18:00:00,2016-01-15 16:00:00,13
db80363d35f10926,2016-02-04,2016-02-04 20:00:00,2016-01-18 20:00:00,13
3cad29d1a23209d2,2016-02-04,2016-02-04 22:00:00,2016-02-04 17:00:00,4
3cad29d1a23209d2,2016-02-04,2016-02-04 22:00:00,2016-01-30 20:00:00,3
3cad29d1a23209d2,2016-02-04,2016-02-04 22:00:00,2016-01-07 11:00:00,2
24b9b2a020826ede,2016-02-05,2016-02-05 17:00:00,2016-02-01 18:00:00,6
24b9b2a020826ede,2016-02-05,2016-02-05 17:00:00,2016-01-26 19:00:00,8
24b9b2a020826ede,2016-02-05,2016-02-05 17:00:00,2016-02-05 12:00:00,2
24b9b2a020826ede,2016-02-05,2016-02-05 17:00:00,2016-02-03 20:00:00,3
24b9b2a020826ede,2016-02-05,2016-02-05 17:00:00,2016-02-03 22:00:00,4
db80363d35f10926,2016-02-05,2016-02-05 18:00:00,2016-01-26 18:00:00,8
632ba66e1f75aa28,2016-02-05,2016-02-05 19:00:00,2016-02-03 18:00:00,4
632ba66e1f75aa28,2016-02-05,2016-02-05 19:00:00,2016-02-05 18:00:00,2
db80363d35f10926,2016-02-05,2016-02-05 19:00:00,2016-01-25 23:00:00,7
632ba66e1f75aa28,2016-02-05,2016-02-05 20:00:00,2016-02-04 19:00:00,3
3cad29d1a23209d2,2016-02-05,2016-02-05 21:00:00,2016-01-07 16:00:00,3
24b9b2a020826ede,2016-02-06,2016-02-06 17:00:00,2016-02-05 23:00:00,2
24b9b2a020826ede,2016-02-06,2016-02-06 17:00:00,2016-01-20 20:00:00,7
24b9b2a020826ede,2016-02-06,2016-02-06 17:00:00,2016-02-04 19:00:00,14
24b9b2a020826ede,2016-02-06,2016-02-06 17:00:00,2016-02-03 22:00:00,2
24b9b2a020826ede,2016-02-06,2016-02-06 17:00:00,2016-01-21 20:00:00,4
632ba66e1f75aa28,2016-02-06,2016-02-06 18:00:00,2016-01-22 17:00:00,3
db80363d35f10926,2016-02-06,2016-02-06 18:00:00,2016-02-04 16:00:00,2
db80363d35f10926,2016-02-06,2016-02-06 19:00:00,2016-02-06 17:00:00,2
db80363d35f10926,2016-02-06,2016-02-06 19:00:00,2016-02-02 23:00:00,4
3cad29d1a23209d2,2016-02-06,2016-02-06 20:00:00,2016-02-02 20:00:00,6
3cad29d1a23209d2,2016-02-06,2016-02-06 20:00:00,2016-01-11 18:00:00,2
3cad29d1a23209d2,2016-02-06,2016-02-06 20:00:00,2016-01-05 11:00:00,3
3cad29d1a23209d2,2016-02-06,2016-02-06 20:00:00,2016-02-04 19:00:00,2
db80363d35f10926,2016-02-06,2016-02-06 20:00:00,2016-01-29 21:00:00,2
632ba66e1f75aa28,2016-02-07,2016-02-07 20:00:00,2016-02-06 20:00:00,2
3cad29d1a23209d2,2016-02-07,2016-02-07 22:00:00,2016-02-07 17:00:00,2
3cad29d1a23209d2,2016-02-07,2016-02-07 22:00:00,2016-01-19 23:00:00,3
db80363d35f10926,2016-02-07,2016-02-07 22:00:00,2016-02-06 19:00:00,6
db80363d35f10926,2016-02-07,2016-02-07 22:00:00,2016-02-06 02:00:00,10
db80363d35f10926,2016-02-07,2016-02-07 22:00:00,2016-02-06 20:00:00,6
24b9b2a020826ede,2016-02-08,2016-02-08 18:00:00,2016-02-05 18:00:00,5
3cad29d1a23209d2,2016-02-08,2016-02-08 19:00:00,2016-01-28 18:00:00,2
3cad29d1a23209d2,2016-02-08,2016-02-08 19:00:00,2016-01-25 20:00:00,2
db80363d35f10926,2016-02-08,2016-02-08 21:00:00,2016-02-08 00:00:00,2
db80363d35f10926,2016-02-08,2016-02-08 21:00:00,2016-02-06 14:00:00,2
24b9b2a020826ede,2016-02-09,2016-02-09 17:00:00,2016-02-05 14:00:00,2
24b9b2a020826ede,2016-02-09,2016-02-09 17:00:00,2016-02-08 12:00:00,3
24b9b2a020826ede,2016-02-09,2016-02-09 17:00:00,2016-02-02 19:00:00,18
24b9b2a020826ede,2016-02-09,2016-02-09 17:00:00,2016-02-09 16:00:00,4
24b9b2a020826ede,2016-02-10,2016-02-10 17:00:00,2016-02-03 14:00:00,7
24b9b2a020826ede,2016-02-10,2016-02-10 17:00:00,2016-02-08 20:00:00,4
24b9b2a020826ede,2016-02-10,2016-02-10 17:00:00,2016-02-05 17:00:00,4
24b9b2a020826ede,2016-02-10,2016-02-10 17:00:00,2016-01-30 09:00:00,7
24b9b2a020826ede,2016-02-10,2016-02-10 17:00:00,2016-01-26 18:00:00,18
24b9b2a020826ede,2016-02-10,2016-02-10 17:00:00,2016-02-08 18:00:00,6
24b9b2a020826ede,2016-02-10,2016-02-10 17:00:00,2016-01-20 14:00:00,6
632ba66e1f75aa28,2016-02-10,2016-02-10 18:00:00,2016-02-08 18:00:00,2
632ba66e1f75aa28,2016-02-10,2016-02-10 18:00:00,2016-02-10 17:00:00,2
db80363d35f10926,2016-02-10,2016-02-10 18:00:00,2016-01-14 16:00:00,8
db80363d35f10926,2016-02-10,2016-02-10 18:00:00,2016-02-01 13:00:00,2
3cad29d1a23209d2,2016-02-10,2016-02-10 19:00:00,2016-01-28 22:00:00,2
632ba66e1f75aa28,2016-02-10,2016-02-10 19:00:00,2016-02-10 15:00:00,2
3cad29d1a23209d2,2016-02-10,2016-02-10 20:00:00,2016-02-10 11:00:00,3
3cad29d1a23209d2,2016-02-10,2016-02-10 20:00:00,2016-02-06 11:00:00,2
db80363d35f10926,2016-02-10,2016-02-10 21:00:00,2016-02-04 21:00:00,2
632ba66e1f75aa28,2016-02-11,2016-02-11 18:00:00,2016-02-11 18:00:00,2
24b9b2a020826ede,2016-02-11,2016-02-11 19:00:00,2016-02-08 12:00:00,2
db80363d35f10926,2016-02-11,2016-02-11 19:00:00,2016-01-30 23:00:00,2
db80363d35f10926,2016-02-11,2016-02-11 19:00:00,2016-01-12 18:00:00,13
3cad29d1a23209d2,2016-02-11,2016-02-11 20:00:00,2016-02-04 21:00:00,3
3cad29d1a23209d2,2016-02-11,2016-02-11 20:00:00,2016-02-07 12:00:00,2
24b9b2a020826ede,2016-02-12,2016-02-12 18:00:00,2016-02-09 19:00:00,2
24b9b2a020826ede,2016-02-12,2016-02-12 18:00:00,2016-02-11 18:00:00,9
db80363d35f10926,2016-02-12,2016-02-12 18:00:00,2016-02-11 10:00:00,2
db80363d35f10926,2016-02-12,2016-02-12 18:00:00,2016-02-10 00:00:00,4
3cad29d1a23209d2,2016-02-12,2016-02-12 20:00:00,2016-01-25 09:00:00,5
3cad29d1a23209d2,2016-02-12,2016-02-12 20:00:00,2016-02-01 23:00:00,3
3cad29d1a23209d2,2016-02-12,2016-02-12 20:00:00,2016-02-01 11:00:00,3
632ba66e1f75aa28,2016-02-13,2016-02-13 00:00:00,2016-02-12 22:00:00,2
3cad29d1a23209d2,2016-02-13,2016-02-13 09:00:00,2016-01-29 23:00:00,2
632ba66e1f75aa28,2016-02-13,2016-02-13 16:00:00,2016-02-09 01:00:00,2
632ba66e1f75aa28,2016-02-13,2016-02-13 16:00:00,2016-02-09 01:00:00,2
632ba66e1f75aa28,2016-02-13,2016-02-13 16:00:00,2016-02-09 01:00:00,2
632ba66e1f75aa28,2016-02-13,2016-02-13 16:00:00,2016-02-09 01:00:00,3
632ba66e1f75aa28,2016-02-13,2016-02-13 16:00:00,2016-02-11 18:00:00,2
632ba66e1f75aa28,2016-02-13,2016-02-13 16:00:00,2016-02-09 01:00:00,2
632ba66e1f75aa28,2016-02-13,2016-02-13 16:00:00,2016-02-09 01:00:00,1
632ba66e1f75aa28,2016-02-13,2016-02-13 16:00:00,2016-02-09 01:00:00,3
632ba66e1f75aa28,2016-02-13,2016-02-13 16:00:00,2016-02-09 01:00:00,1
632ba66e1f75aa28,2016-02-13,2016-02-13 16:00:00,2016-02-09 01:00:00,1
632ba66e1f75aa28,2016-02-13,2016-02-13 16:00:00,2016-02-09 01:00:00,2
632ba66e1f75aa28,2016-02-13,2016-02-13 16:00:00,2016-02-09 01:00:00,2
632ba66e1f75aa28,2016-02-13,2016-02-13 16:00:00,2016-02-09 01:00:00,2
db80363d35f10926,2016-02-13,2016-02-13 18:00:00,2016-02-11 21:00:00,8
